temperature,humidity,sound,is_anomaly
22.47,48.01,59.26,0
22.4,46.45,57.9,0
91.33,87.55,94.12,1
22.31,48.72,64.98,0
24.07,40.83,59.84,0
20.53,49.73,62.99,0
22.85,38.32,59.06,0
23.36,45.45,57.38,0
23.14,48.4,62.65,0
24.95,47.93,59.85,0
21.33,38.17,60.67,0
89.13,90.32,97.69,1
21.65,48.27,65.6,0
22.96,41.68,60.4,0
22.9,45.13,58.9,0
20.57,45.42,59.84,0
21.61,41.51,65.89,0
23.35,40.36,61.96,0
20.37,46.46,63.77,0
21.0,49.3,60.47,0
19.78,45.4,61.93,0
24.09,52.22,61.0,0
22.22,45.97,62.4,0
24.06,44.46,57.31,0
21.69,51.98,60.14,0
21.07,46.0,59.01,0
19.74,50.29,62.85,0
22.11,47.42,64.16,0
80.68,94.95,106.03,1
22.25,40.8,64.44,0
21.95,43.5,64.07,0
22.66,48.19,60.59,0
21.66,50.39,64.36,0
25.25,44.71,65.06,0
23.12,46.47,67.11,0
21.12,50.22,58.14,0
20.66,35.23,57.26,0
21.01,49.3,61.2,0
21.7,44.51,62.84,0
22.37,51.01,61.84,0
20.5,54.14,61.58,0
21.98,45.02,63.33,0
22.26,43.57,65.1,0
21.29,47.49,60.54,0
20.66,36.99,60.0,0
22.01,46.9,60.54,0
22.0,50.55,62.79,0
22.59,42.35,58.05,0
22.17,40.02,65.32,0
22.45,33.39,62.42,0
23.18,41.59,68.65,0
21.67,45.91,65.87,0
22.52,40.65,58.57,0
21.55,44.03,60.29,0
21.47,40.79,61.83,0
21.79,41.9,60.7,0
21.88,50.04,62.27,0
23.69,41.87,64.63,0
21.56,41.32,63.48,0
21.04,48.56,64.88,0
22.96,46.86,62.28,0
23.59,51.16,68.02,0
22.32,42.66,52.13,0
22.01,38.65,61.49,0
21.4,49.89,59.25,0
21.37,51.82,64.03,0
20.88,41.81,60.56,0
23.22,47.81,61.04,0
80.06,93.01,109.34,1
20.07,42.34,64.38,0
24.32,42.85,58.93,0
23.13,42.5,61.04,0
24.06,48.6,66.73,0
20.67,41.17,62.67,0
21.53,45.48,64.59,0
21.76,50.72,61.57,0
23.61,41.53,65.02,0
21.18,46.31,66.79,0
22.35,50.78,60.3,0
22.35,46.62,67.67,0
23.2,48.97,62.5,0
23.01,46.56,64.45,0
23.81,43.9,64.11,0
21.44,43.49,62.38,0
21.69,47.27,59.95,0
23.85,44.22,61.54,0
23.61,44.19,60.23,0
20.55,40.83,58.64,0
21.29,43.65,64.58,0
22.55,40.93,60.45,0
22.87,52.35,62.0,0
21.06,48.74,68.77,0
22.18,44.46,62.06,0
21.71,47.8,64.9,0
22.07,41.28,60.88,0
21.88,41.04,60.31,0
22.81,45.45,67.09,0
22.81,39.32,60.93,0
24.41,38.31,65.06,0
21.47,50.52,60.23,0
21.19,45.3,62.55,0
87.09,82.79,93.84,1
21.48,38.71,62.18,0
22.85,43.11,64.17,0
23.67,44.94,62.69,0
20.7,46.3,61.7,0
23.52,46.95,64.05,0
24.69,45.96,60.65,0
22.02,51.87,57.4,0
85.83,91.56,101.38,1
22.86,39.04,62.77,0
21.06,50.05,68.82,0
22.93,44.88,66.28,0
24.28,39.81,62.3,0
22.72,43.91,63.62,0
23.93,49.82,62.88,0
22.02,39.68,62.63,0
22.74,46.25,65.5,0
23.13,50.6,61.92,0
20.57,40.1,62.4,0
21.25,52.0,61.39,0
22.55,40.96,63.61,0
24.15,50.67,66.81,0
20.84,46.28,61.36,0
21.08,41.26,65.98,0
23.63,37.26,60.93,0
21.81,44.11,64.25,0
24.14,45.03,60.61,0
92.57,91.64,96.3,1
22.66,42.29,58.87,0
20.26,44.29,58.08,0
21.34,43.77,60.88,0
24.6,48.09,66.18,0
24.22,43.18,62.13,0
23.13,39.98,57.4,0
21.62,41.36,65.05,0
22.93,43.84,55.71,0
22.17,45.45,60.99,0
23.44,43.43,58.8,0
23.73,44.89,62.86,0
20.8,54.08,63.31,0
21.83,42.46,61.62,0
22.02,50.6,64.16,0
24.25,49.5,64.63,0
19.86,46.52,63.34,0
21.39,42.04,63.58,0
23.62,44.96,60.43,0
23.04,43.26,64.58,0
19.81,47.72,59.0,0
20.78,45.9,55.18,0
23.59,43.96,58.15,0
23.45,41.02,59.95,0
21.59,48.2,63.04,0
91.97,90.35,96.97,1
24.91,36.44,59.63,0
23.37,45.88,63.85,0
23.1,45.78,67.45,0
19.29,50.27,61.53,0
19.61,48.48,66.96,0
19.09,40.98,59.9,0
21.29,43.57,61.44,0
22.18,41.33,63.28,0
20.58,46.96,60.43,0
21.82,44.64,62.5,0
20.55,49.82,62.96,0
20.94,44.96,66.62,0
22.76,39.93,63.35,0
22.22,48.26,60.74,0
22.49,43.85,61.59,0
23.52,47.41,62.24,0
21.22,40.69,60.74,0
22.69,50.22,61.8,0
20.88,45.59,59.39,0
23.89,48.19,59.54,0
22.64,44.26,61.63,0
24.07,44.57,65.24,0
21.9,52.09,63.54,0
20.23,49.8,62.88,0
21.42,53.68,59.84,0
22.11,44.4,61.5,0
21.32,47.71,62.29,0
22.52,49.67,61.81,0
23.72,48.91,65.61,0
87.91,89.95,92.78,1
21.44,51.9,61.27,0
21.67,48.96,62.16,0
23.32,40.29,62.39,0
21.78,43.29,60.24,0
22.68,44.73,59.59,0
24.76,46.83,65.26,0
22.28,44.63,62.06,0
23.84,43.17,63.09,0
20.74,49.49,62.72,0
26.13,47.13,58.11,0
24.13,40.33,65.75,0
22.35,49.94,67.22,0
23.25,47.06,66.0,0
21.49,45.42,64.2,0
25.23,43.39,60.21,0
23.65,48.22,64.86,0
22.84,42.39,60.98,0
20.24,55.91,61.78,0
25.06,41.35,60.42,0
23.75,47.57,63.78,0
21.63,38.26,64.26,0
20.94,36.27,64.45,0
23.1,43.7,62.26,0
21.3,45.43,57.88,0
21.01,43.81,62.51,0
24.27,43.28,58.84,0
20.13,41.14,57.88,0
24.09,46.7,63.5,0
91.0,80.23,96.86,1
21.79,33.09,62.05,0
21.45,53.0,61.46,0
21.25,48.94,62.06,0
90.5,85.71,97.63,1
23.53,44.75,57.98,0
23.87,40.05,58.74,0
21.79,57.78,64.62,0
20.06,48.98,58.62,0
21.36,48.16,62.76,0
21.05,52.06,58.95,0
22.38,49.54,63.22,0
22.79,41.16,61.75,0
21.28,50.71,60.24,0
20.59,47.26,63.73,0
23.81,46.31,65.15,0
20.83,36.86,63.38,0
19.71,48.29,64.15,0
20.54,44.41,62.92,0
20.26,42.17,64.03,0
23.65,42.29,61.08,0
21.28,47.73,66.27,0
21.06,51.37,58.03,0
22.7,46.82,63.49,0
21.97,49.43,64.31,0
93.01,83.57,102.6,1
20.52,43.63,62.65,0
22.06,50.03,59.2,0
20.69,47.16,62.51,0
24.86,46.79,59.15,0
19.52,46.11,61.54,0
22.98,50.38,58.48,0
20.52,45.58,60.18,0
18.95,40.59,64.11,0
22.7,43.92,62.77,0
20.81,43.96,65.07,0
23.73,40.19,61.38,0
21.45,43.75,61.46,0
19.9,38.92,62.47,0
23.23,44.72,59.97,0
21.17,48.74,61.91,0
20.32,43.14,59.64,0
20.71,40.15,59.01,0
22.33,45.01,60.94,0
21.47,49.55,51.4,0
21.03,49.43,61.71,0
21.83,43.6,67.2,0
20.67,44.85,66.56,0
22.09,44.11,57.9,0
80.99,84.96,98.08,1
24.32,41.41,59.9,0
20.64,48.87,59.66,0
22.33,40.96,61.73,0
19.16,44.45,59.42,0
22.59,50.88,63.92,0
19.01,48.19,61.54,0
94.72,89.4,107.16,1
20.45,48.44,65.3,0
20.12,44.6,62.7,0
20.9,45.05,54.97,0
23.1,44.37,63.39,0
22.58,36.29,61.37,0
22.12,42.4,62.0,0
21.8,40.16,62.27,0
21.18,49.13,55.64,0
23.62,49.76,57.41,0
22.6,54.28,62.18,0
21.47,44.05,61.1,0
22.1,43.13,59.82,0
20.8,52.81,61.15,0
22.89,43.18,64.94,0
22.71,47.58,66.17,0
22.2,46.0,64.68,0
23.47,49.85,61.53,0
23.1,42.24,60.22,0
23.16,48.29,61.36,0
21.37,42.75,62.84,0
19.62,40.81,60.7,0
20.03,47.6,57.68,0
18.04,42.75,62.12,0
20.32,48.46,55.78,0
19.81,46.67,61.17,0
20.37,46.3,67.88,0
23.28,42.92,60.62,0
19.89,48.25,59.78,0
86.08,85.27,100.3,1
22.23,39.59,62.97,0
22.5,46.03,59.45,0
22.49,40.24,59.48,0
22.9,34.69,59.6,0
20.52,51.18,57.58,0
20.58,46.17,58.34,0
21.68,43.63,65.56,0
21.18,41.27,60.17,0
22.41,42.76,63.1,0
21.84,47.69,57.26,0
19.8,45.21,66.66,0
23.49,49.67,59.56,0
80.49,82.24,101.56,1
21.13,43.76,60.91,0
20.81,47.91,60.67,0
18.08,49.54,61.28,0
94.77,86.06,94.3,1
22.54,41.56,64.77,0
21.2,37.9,58.22,0
24.31,45.58,66.65,0
21.39,48.58,59.23,0
23.28,42.45,62.3,0
24.55,41.5,67.87,0
26.27,46.03,62.86,0
90.26,87.3,99.86,1
23.85,47.91,59.14,0
22.83,41.66,60.07,0
20.1,44.7,59.33,0
22.43,40.84,59.59,0
22.15,49.71,58.81,0
23.0,50.14,61.47,0
23.3,47.99,61.39,0
21.23,56.41,61.11,0
21.41,45.35,62.99,0
21.59,44.47,54.39,0
20.21,39.67,61.62,0
22.46,45.8,58.68,0
19.6,46.25,55.29,0
23.82,44.74,62.78,0
21.99,38.55,61.02,0
21.79,45.63,62.85,0
22.76,39.78,61.71,0
22.61,46.92,60.05,0
21.43,52.75,63.45,0
22.07,43.08,61.06,0
22.41,42.09,60.95,0
20.35,47.37,59.9,0
24.14,52.37,63.99,0
23.45,45.38,59.81,0
21.33,42.91,61.73,0
20.63,45.07,60.51,0
20.98,47.01,61.88,0
19.49,40.45,65.22,0
23.86,51.39,68.85,0
22.26,40.56,55.1,0
25.24,47.28,57.12,0
19.15,51.88,59.08,0
21.93,46.81,60.31,0
20.77,44.96,57.12,0
22.46,48.41,61.31,0
21.12,41.48,56.99,0
79.66,81.56,100.03,1
21.8,47.56,63.3,0
22.1,40.79,57.25,0
20.48,40.21,66.31,0
24.02,40.24,56.65,0
25.12,43.26,61.23,0
20.92,50.26,60.33,0
21.74,49.16,66.22,0
20.53,45.82,63.0,0
21.0,47.42,68.96,0
23.38,40.67,63.27,0
21.28,43.4,60.33,0
22.04,46.13,66.22,0
21.85,43.18,65.5,0
22.86,36.97,64.13,0
19.78,37.82,60.79,0
20.99,49.32,59.79,0
23.62,43.29,56.68,0
23.13,46.1,58.35,0
94.22,92.27,100.68,1
23.3,43.5,60.74,0
20.62,46.69,61.67,0
22.6,44.6,57.05,0
22.64,45.5,62.76,0
22.84,50.75,65.37,0
20.72,49.88,64.16,0
22.63,47.02,61.24,0
20.03,49.6,63.44,0
19.22,43.39,52.57,0
78.95,91.82,92.77,1
23.56,47.08,57.83,0
20.67,37.67,64.34,0
23.59,47.15,62.38,0
18.7,46.61,66.47,0
22.66,45.6,62.85,0
22.45,40.75,63.92,0
23.76,48.68,64.18,0
22.5,52.1,57.1,0
23.23,43.46,59.61,0
21.28,44.0,64.75,0
19.72,41.98,60.5,0
22.98,48.21,60.74,0
20.2,46.03,61.61,0
23.19,40.49,62.09,0
21.74,47.51,62.08,0
20.19,38.19,57.29,0
23.37,44.04,60.09,0
20.47,44.4,65.81,0
81.06,87.5,109.11,1
21.22,45.75,59.28,0
82.01,81.76,101.54,1
20.36,50.16,59.95,0
21.74,43.26,59.97,0
22.66,39.18,65.34,0
21.67,44.43,61.22,0
21.65,49.17,59.26,0
24.34,51.33,63.32,0
23.18,51.27,60.52,0
22.07,44.04,58.04,0
22.71,50.7,59.61,0
24.32,50.34,64.84,0
21.25,46.99,58.6,0
22.31,50.62,67.43,0
21.38,46.41,61.2,0
19.92,45.62,63.49,0
22.76,45.79,63.98,0
20.67,40.37,67.21,0
22.53,39.47,60.6,0
21.41,46.04,60.99,0
17.06,45.89,57.21,0
20.45,44.18,57.14,0
21.08,49.66,65.12,0
20.74,44.64,61.86,0
23.64,46.12,62.09,0
21.61,37.91,62.7,0
20.94,45.87,61.56,0
21.91,47.03,61.5,0
21.61,43.6,59.46,0
22.16,49.16,58.12,0
85.73,91.58,107.74,1
22.36,41.27,57.86,0
22.47,52.64,64.73,0
23.55,45.86,61.1,0
25.6,46.94,56.92,0
23.79,40.56,68.81,0
23.22,46.48,61.06,0
20.95,42.4,63.74,0
23.71,44.32,60.04,0
22.05,46.96,54.97,0
22.48,47.65,61.48,0
22.22,48.69,61.51,0
24.25,48.39,63.07,0
21.24,44.66,60.87,0
19.81,43.54,66.03,0
24.57,42.55,63.03,0
21.8,43.42,62.32,0
21.1,54.73,63.86,0
22.76,36.84,62.14,0
21.13,42.61,65.68,0
21.64,42.53,64.67,0
21.86,46.39,63.51,0
21.21,42.47,59.56,0
21.19,42.18,58.14,0
20.72,41.79,62.86,0
22.23,42.62,61.78,0
23.72,45.15,61.07,0
21.13,45.66,66.2,0
20.91,52.54,61.04,0
21.57,43.0,62.07,0
22.43,47.18,63.66,0
21.63,44.59,60.88,0
23.26,42.69,61.56,0
23.34,43.05,60.32,0
22.0,44.84,62.25,0
23.33,44.45,61.06,0
20.37,55.55,59.1,0
23.17,49.12,64.7,0
21.11,44.01,55.6,0
20.78,43.92,57.31,0
23.67,46.12,62.55,0
21.08,43.58,64.23,0
87.15,86.68,104.09,1
21.52,42.38,61.85,0
19.16,39.12,64.38,0
21.23,47.33,59.71,0
21.7,48.63,68.05,0
21.57,44.4,58.78,0
22.41,41.88,64.73,0
18.26,46.74,61.0,0
22.88,46.41,56.04,0
22.48,54.29,65.07,0
23.31,47.17,64.67,0
21.2,43.34,57.12,0
22.58,48.61,61.17,0
21.85,46.73,59.8,0
21.66,45.21,64.34,0
22.02,47.28,59.07,0
23.22,42.41,57.43,0
22.12,47.36,63.65,0
24.27,47.69,58.62,0
21.06,41.85,59.54,0
23.31,48.27,56.84,0
20.68,48.28,62.95,0
22.59,46.8,61.56,0
23.55,42.96,63.95,0
23.66,43.13,62.2,0
21.05,45.08,58.24,0
23.06,39.61,60.56,0
24.16,49.34,64.24,0
23.81,45.39,59.59,0
23.24,46.57,61.26,0
22.17,47.54,65.3,0
20.75,40.13,61.41,0
22.03,43.03,60.84,0
22.15,49.05,60.41,0
20.2,50.6,65.11,0
20.71,41.56,65.95,0
91.85,83.34,107.42,1
22.11,47.05,62.83,0
22.44,45.34,60.82,0
22.02,43.82,66.15,0
23.67,46.87,62.55,0
24.04,47.4,62.15,0
19.38,47.38,68.2,0
21.61,46.4,66.05,0
19.05,43.64,63.45,0
21.85,42.05,60.76,0
21.71,47.79,62.18,0
21.36,53.44,54.13,0
21.07,46.06,65.46,0
20.66,48.97,54.99,0
23.4,42.61,64.32,0
22.1,46.94,63.53,0
21.93,49.45,65.83,0
21.6,44.6,61.3,0
22.66,42.21,60.47,0
20.21,46.75,60.51,0
24.85,51.95,64.44,0
21.59,42.73,65.49,0
21.99,39.57,63.67,0
22.94,48.17,60.83,0
21.63,46.45,61.85,0
20.93,49.57,63.53,0
21.95,44.5,59.61,0
20.96,43.43,63.06,0
19.91,39.62,62.62,0
20.79,45.31,62.16,0
21.29,39.37,62.07,0
22.4,45.77,66.11,0
22.94,40.54,65.04,0
21.51,43.75,66.44,0
23.16,45.71,60.06,0
20.83,45.19,58.7,0
24.47,45.97,61.78,0
23.27,43.0,60.85,0
23.34,49.99,62.78,0
21.23,50.91,60.39,0
22.04,43.08,62.11,0
20.78,39.86,58.93,0
21.25,41.02,61.87,0
24.04,43.99,57.02,0
25.31,46.2,62.16,0
20.56,50.35,68.23,0
22.53,48.01,63.59,0
20.69,49.73,62.06,0
24.17,46.25,61.41,0
21.84,45.68,60.47,0
23.48,37.16,59.32,0
21.33,39.98,64.91,0
21.87,38.47,59.6,0
21.38,41.77,56.9,0
21.96,42.15,60.12,0
19.09,45.15,63.33,0
19.2,44.71,62.91,0
21.12,46.65,61.94,0
21.34,48.0,63.52,0
22.54,40.69,63.34,0
24.59,42.69,67.13,0
21.03,44.34,58.57,0
23.21,45.21,60.11,0
89.96,92.94,102.38,1
24.4,43.45,55.09,0
22.72,39.85,58.62,0
20.07,42.73,59.17,0
21.8,48.56,65.7,0
20.79,46.38,62.53,0
21.52,38.65,64.92,0
21.92,50.42,60.78,0
22.41,45.21,67.62,0
20.51,43.43,61.5,0
21.67,47.02,63.75,0
21.49,42.91,66.64,0
18.91,52.86,62.74,0
19.58,40.21,64.49,0
21.1,44.04,60.91,0
21.87,42.83,65.73,0
23.58,37.55,61.22,0
23.04,43.73,63.66,0
21.27,46.25,59.49,0
20.08,49.24,62.28,0
23.57,49.8,69.08,0
21.95,50.34,59.1,0
22.09,43.3,64.88,0
25.0,43.12,64.63,0
21.45,45.36,61.44,0
19.73,40.26,58.26,0
18.96,45.71,59.84,0
20.62,54.4,58.43,0
24.08,50.3,57.6,0
23.26,42.85,64.28,0
21.84,46.29,60.03,0
24.58,39.34,57.81,0
19.73,44.13,62.44,0
23.58,36.49,58.95,0
22.28,43.33,55.99,0
23.05,39.47,59.21,0
21.94,47.54,57.48,0
22.48,45.22,59.34,0
20.36,47.66,64.29,0
21.76,46.53,63.98,0
23.51,48.29,57.55,0
20.95,38.47,60.55,0
23.55,44.59,66.57,0
22.31,42.47,60.37,0
22.49,52.81,59.88,0
25.22,42.1,59.46,0
20.32,47.62,61.68,0
22.74,48.53,59.9,0
22.5,38.45,67.37,0
21.69,40.81,64.89,0
21.21,49.65,65.21,0
23.69,39.67,61.17,0
23.7,48.36,58.81,0
21.54,50.89,59.32,0
22.75,44.22,64.26,0
23.2,42.89,60.67,0
80.26,84.85,104.47,1
20.48,43.57,57.41,0
21.97,46.79,64.52,0
22.49,56.35,56.47,0
23.98,43.89,61.99,0
21.54,42.52,60.26,0
19.29,52.61,58.32,0
21.28,35.77,61.84,0
22.89,47.58,60.37,0
21.84,47.01,62.43,0
23.26,39.28,64.19,0
21.45,39.86,58.69,0
20.78,52.8,58.12,0
26.44,49.55,66.78,0
22.15,43.74,63.29,0
82.42,90.59,99.86,1
22.87,46.04,61.62,0
21.56,40.54,56.2,0
22.13,46.26,62.93,0
22.38,47.2,59.61,0
21.93,40.45,59.96,0
20.08,44.15,60.96,0
22.3,41.29,56.38,0
89.58,90.21,99.1,1
24.72,42.7,62.7,0
22.51,42.63,59.22,0
21.87,44.76,66.3,0
21.59,42.06,66.34,0
23.88,43.63,62.23,0
22.46,44.4,62.91,0
23.4,43.83,60.49,0
22.56,46.15,61.03,0
23.36,50.94,60.91,0
24.45,48.38,64.4,0
22.45,41.77,61.37,0
21.27,47.36,58.87,0
23.28,42.0,59.1,0
21.39,47.06,58.16,0
21.61,45.52,60.18,0
23.4,44.09,60.4,0
20.74,41.45,61.19,0
23.56,42.75,62.24,0
24.36,40.6,59.52,0
79.3,80.68,93.94,1
21.82,49.88,64.47,0
21.98,48.07,65.09,0
22.87,43.67,60.4,0
21.51,46.04,63.8,0
21.12,39.28,63.25,0
21.63,55.39,63.33,0
21.3,44.9,57.92,0
23.46,48.06,63.49,0
22.03,38.93,62.66,0
23.99,43.84,57.85,0
22.17,41.16,65.45,0
20.99,47.08,62.35,0
22.18,55.57,62.79,0
22.55,50.6,60.11,0
20.7,45.65,60.11,0
20.34,46.03,63.79,0
22.12,41.98,54.61,0
23.27,40.91,63.17,0
23.86,45.48,62.12,0
21.04,34.15,64.85,0
20.0,41.88,61.17,0
20.0,45.47,58.54,0
20.54,38.69,62.36,0
20.85,46.64,67.84,0
23.23,40.39,62.58,0
20.67,50.08,64.45,0
22.16,43.38,63.81,0
23.15,43.03,57.38,0
20.27,47.26,63.83,0
24.75,43.11,59.73,0
19.84,47.37,56.49,0
21.49,51.52,61.21,0
21.32,43.55,61.15,0
23.28,44.87,62.23,0
92.98,85.36,94.85,1
22.45,45.8,61.53,0
20.11,47.34,63.55,0
22.73,42.99,64.37,0
92.92,84.01,94.72,1
19.78,44.43,60.15,0
18.7,37.6,63.53,0
23.62,48.39,63.46,0
18.43,46.82,62.37,0
24.27,38.62,63.38,0
23.04,38.51,61.82,0
21.18,42.12,65.78,0
24.22,39.09,64.59,0
22.5,41.59,60.73,0
21.98,45.12,59.16,0
23.45,50.46,60.1,0
22.51,41.49,63.59,0
23.6,39.31,61.52,0
22.28,52.23,62.34,0
23.12,46.77,63.79,0
21.9,45.34,57.6,0
22.42,44.21,58.79,0
20.26,41.68,61.69,0
21.2,40.39,60.35,0
24.33,48.24,62.12,0
24.04,42.02,60.08,0
22.34,46.39,57.77,0
23.99,40.47,60.36,0
22.56,48.51,62.62,0
21.95,42.93,64.45,0
21.94,40.4,60.84,0
22.19,45.8,63.16,0
20.08,45.97,57.22,0
22.41,45.9,59.06,0
23.51,50.54,63.29,0
21.27,51.24,53.81,0
23.24,50.15,61.73,0
20.71,41.45,59.7,0
21.21,46.37,57.36,0
21.6,40.28,62.04,0
23.34,46.67,59.45,0
21.33,37.71,62.94,0
22.26,40.7,62.48,0
20.03,44.12,59.01,0
21.82,40.8,62.02,0
23.58,43.05,67.51,0
21.53,49.4,65.39,0
21.16,37.34,63.53,0
22.7,44.79,54.8,0
23.94,43.38,60.72,0
22.41,47.23,62.43,0
23.27,44.81,56.71,0
22.23,43.93,61.49,0
22.8,43.21,63.46,0
20.42,40.3,66.94,0
20.26,42.71,66.24,0
20.47,43.98,57.98,0
20.33,44.87,58.88,0
22.51,41.73,66.79,0
21.08,46.57,59.04,0
23.14,50.03,58.88,0
23.57,40.32,57.19,0
20.83,43.09,61.42,0
22.74,50.2,61.12,0
21.77,46.69,65.17,0
24.56,51.44,62.25,0
22.27,45.19,66.69,0
19.44,47.49,59.62,0
92.65,80.35,99.87,1
21.05,47.22,59.98,0
22.52,46.21,62.82,0
22.73,47.9,63.37,0
23.01,49.83,61.68,0
22.31,42.29,63.68,0
21.35,48.47,62.71,0
21.33,45.07,58.02,0
22.02,41.06,62.8,0
22.35,41.16,63.9,0
22.32,53.3,61.07,0
25.83,45.12,65.82,0
21.48,48.85,65.68,0
23.07,48.79,61.42,0
22.37,40.13,56.14,0
23.52,49.47,62.02,0
21.02,55.38,68.99,0
22.01,38.75,58.69,0
20.74,49.55,58.92,0
90.57,88.45,97.41,1
21.09,46.57,63.15,0
21.71,49.18,56.21,0
19.59,43.48,59.5,0
22.03,40.61,62.22,0
26.28,39.76,63.01,0
89.76,89.7,92.04,1
23.83,41.53,56.55,0
23.65,45.39,58.28,0
21.64,43.71,67.56,0
22.55,43.25,59.53,0
22.66,41.67,64.27,0
24.3,49.45,62.18,0
21.0,45.97,64.42,0
22.15,43.91,63.01,0
21.22,51.01,62.35,0
23.74,43.34,68.38,0
22.25,47.56,63.3,0
20.64,40.76,60.53,0
20.96,40.64,60.4,0
20.24,46.02,62.79,0
21.02,43.78,56.82,0
21.62,39.57,53.62,0
20.88,44.37,58.93,0
21.39,38.94,56.44,0
23.48,43.4,64.4,0
21.96,41.29,62.59,0
22.8,43.1,61.45,0
23.54,47.63,62.06,0
21.69,44.6,61.35,0
17.87,47.71,63.03,0
21.22,50.21,64.82,0
22.98,40.31,59.69,0
22.0,46.91,62.2,0
23.37,41.43,66.61,0
22.34,39.51,62.37,0
19.91,46.22,62.54,0
83.33,92.72,93.17,1
23.42,42.9,60.66,0
24.0,42.75,58.55,0
21.5,46.22,62.03,0
20.91,44.69,61.63,0
22.86,37.09,60.0,0
21.07,45.9,58.77,0
22.25,46.74,61.07,0
21.68,46.81,65.67,0
21.94,49.18,61.48,0
20.39,45.41,60.99,0
18.5,48.98,62.07,0
20.71,45.36,60.33,0
21.21,48.2,65.98,0
22.1,49.45,63.26,0
22.99,41.75,62.67,0
22.94,45.8,59.32,0
20.56,34.34,59.82,0
21.21,50.39,61.05,0
22.86,48.75,62.21,0
21.57,47.84,62.05,0
21.21,42.92,61.28,0
18.31,44.83,59.97,0
23.42,44.76,62.66,0
22.17,44.34,63.91,0
22.04,43.81,63.96,0
22.18,49.79,58.85,0
21.11,44.16,67.72,0
22.39,50.97,62.59,0
22.17,43.11,64.36,0
21.5,47.15,57.89,0
27.17,43.0,66.53,0
19.92,50.59,67.37,0
22.52,48.64,59.14,0
23.44,45.04,62.92,0
22.69,49.6,62.66,0
20.7,47.3,56.16,0
25.06,43.36,62.31,0
22.6,44.24,61.06,0
22.02,39.24,58.48,0
21.9,43.31,64.61,0
21.62,40.43,61.65,0
23.51,44.06,61.59,0
22.87,52.63,59.97,0
22.78,36.56,58.95,0
21.23,44.33,64.81,0
22.82,41.13,60.31,0
20.49,47.01,57.44,0
23.47,43.14,63.27,0
21.14,42.01,67.01,0
23.43,40.65,57.87,0
22.47,45.89,63.95,0
22.24,43.38,64.24,0
21.51,42.07,59.09,0
16.92,45.1,57.08,0
23.26,45.18,64.3,0
19.64,40.63,64.21,0
20.23,45.84,62.12,0
21.15,45.96,66.94,0
19.38,44.3,62.23,0
19.6,45.9,59.49,0
22.29,38.86,62.82,0
23.59,41.29,64.79,0
22.2,44.81,64.11,0
19.36,39.68,64.22,0
22.33,40.11,61.7,0
22.29,47.04,61.19,0
20.98,49.94,58.73,0
20.76,47.68,61.75,0
21.05,44.44,65.02,0
23.23,46.4,61.18,0
21.64,44.67,60.7,0
20.39,54.31,65.26,0
22.23,50.84,62.93,0
22.22,48.74,67.24,0
22.4,46.62,58.67,0
21.61,52.7,60.33,0
22.44,49.09,61.15,0
20.35,49.94,60.51,0
21.52,42.05,63.66,0
22.04,39.15,65.22,0
24.61,40.61,58.19,0
22.49,43.05,68.02,0
21.27,39.0,60.79,0
23.98,46.37,64.02,0
21.83,40.6,63.62,0
21.49,37.43,66.49,0
22.82,42.68,60.27,0
21.1,42.95,57.45,0
17.32,45.51,52.71,0
20.4,50.39,65.14,0
20.91,45.93,58.66,0
21.94,42.72,57.31,0
21.93,37.13,61.65,0
22.13,48.09,60.67,0
21.44,45.14,59.87,0
21.67,49.72,66.29,0
22.14,45.67,64.02,0
22.74,43.76,62.76,0
21.62,42.93,60.68,0
89.48,83.24,104.54,1
22.82,47.16,58.02,0
23.19,42.6,61.65,0
91.13,91.51,108.72,1
22.46,45.13,63.31,0
23.36,44.76,63.59,0
24.08,50.28,58.39,0
22.45,47.1,60.76,0
22.36,42.6,61.26,0
18.57,42.55,63.51,0
22.72,46.87,64.7,0
20.72,47.84,67.04,0
23.11,43.98,62.82,0
21.35,50.13,63.38,0
21.93,52.78,61.65,0
23.96,43.62,66.6,0
21.73,51.06,61.2,0
19.95,38.76,59.57,0
24.67,42.21,65.54,0
20.41,48.85,62.44,0
23.98,45.6,66.13,0
21.11,51.1,62.19,0
19.92,42.63,63.78,0
22.12,46.07,65.59,0
21.06,44.76,59.33,0
20.43,39.69,53.8,0
21.46,44.79,62.64,0
21.45,47.6,55.67,0
21.2,45.06,66.57,0
20.86,42.54,60.59,0
92.79,81.05,95.46,1
23.46,46.7,63.57,0
19.64,40.85,64.0,0
21.54,44.46,59.44,0
22.03,47.49,62.02,0
23.23,42.9,60.2,0
25.52,50.17,60.54,0
22.54,38.49,61.84,0
23.13,38.56,64.92,0
22.18,45.5,55.24,0
23.39,50.28,61.85,0
23.67,41.14,64.89,0
23.1,48.41,63.1,0
86.51,90.88,100.85,1
22.8,54.88,59.08,0
19.86,45.38,59.39,0
93.67,85.77,102.18,1
21.19,42.17,62.9,0
21.69,40.3,57.43,0
22.16,39.67,56.43,0
22.02,46.06,63.64,0
20.05,43.13,57.91,0
19.82,46.67,61.89,0
24.04,45.34,61.6,0
19.94,37.97,58.81,0
23.19,42.43,61.77,0
22.55,42.32,59.47,0
25.72,42.46,63.73,0
23.73,40.48,65.62,0
23.13,43.76,63.38,0
23.37,43.28,58.84,0
